game,net winnings,bet
4208,3.5,45.0
4209,-1.0,47.0
4210,-3.5,128.0
4211,5.0,51.0
4212,-22.0,107.0
4213,46.0,215.0
4214,2.5,47.0
4215,33.0,107.0
4216,-75.5,295.0
4217,1.0,51.0
4218,-12.5,65.0
4219,7.0,47.0
4220,-9.0,47.0
4221,6.0,47.0
4222,-8.0,85.0
4223,10.0,47.0
4224,-14.0,50.0
4225,-55.5,217.0
4226,3.5,47.0
4227,20.5,205.0
4228,0.5,70.0
4229,0.5,49.0
4230,-215.0,599.0
4231,-11.5,51.0
4232,-6.0,85.0
4233,8.0,48.0
4234,-5.5,50.0
4235,60.5,525.0
4236,-10.0,47.0
4237,0.0,47.0
4238,-1.5,49.0
4239,1.0,46.0
4240,5.5,47.0
4241,-0.5,48.0
4242,13.5,124.0
4243,3.0,53.0
4244,-7.0,88.0
4245,-0.5,50.0
4246,-8.5,52.0
4247,-3.5,49.0
4248,13.0,48.0
4249,-151.0,696.0
4250,64.5,195.0
4251,-24.0,87.0
4252,9.0,49.0
4253,-89.0,259.0
4254,118.0,258.0
4255,104.0,562.0
4256,-14.0,50.0
4257,2.0,48.0
4258,-7.5,52.0
4259,3.5,48.0
4260,2.5,45.0
4261,-2.5,51.0
4262,-4.5,123.0
4263,8.5,47.0
4264,-185.0,350.0
4265,-0.5,45.0
4266,137.5,314.0
4267,-2.0,51.0
4268,-14.5,49.0
4269,6.0,50.0
4270,-3.0,85.0
4271,-1.0,49.0
4272,4.5,50.0
4273,-3.0,46.0
4274,-7.0,50.0
4275,-2.0,49.0
4276,3.5,49.0
4277,-14.5,69.0
4278,-7.0,44.0
4279,23.5,216.0
4280,40.0,85.0
4281,54.5,579.0
4282,92.0,260.0
4283,-1.0,45.0
4284,-8.5,49.0
4285,5.5,50.0
4286,-18.5,272.0
4287,-9.0,502.0
4288,-4.5,45.0
4289,-4.0,45.0
4290,-1.0,49.0
4291,30.0,68.0
4292,-5.5,46.0
4293,132.5,350.0
4294,39.0,108.0
4295,5.0,46.0
4296,-16.0,50.0
4297,26.5,277.0
4298,50.0,160.0
4299,-4.5,49.0
4300,9.5,48.0
4301,-6.0,68.0
4302,0.0,49.0
4303,20.5,69.0
4304,35.5,67.0
4305,7.5,53.0
4306,-14.0,48.0
4307,-7.5,47.0
4308,14.0,49.0
4309,10.5,54.0
4310,1.5,49.0
4311,6.0,46.0
4312,-6.5,47.0
4313,-16.0,205.0
4314,3.5,47.0
4315,10.0,50.0
4316,-38.5,181.0
4317,-26.5,142.0
4318,3.5,46.0
4319,-6.0,47.0
4320,0.0,49.0
4321,-7.0,50.0
4322,5.5,46.0
4323,5.0,51.0
4324,9.5,53.0
4325,-3.0,45.0
4326,5.0,47.0
4327,-57.5,104.0
4328,-14.0,46.0
4329,-4.0,49.0
4330,-6.0,47.0
4331,-14.0,68.0
4332,9.0,86.0
4333,-3.0,48.0
4334,1.0,48.0
4335,3.0,44.0
4336,-5.5,48.0
4337,9.5,45.0
4338,0.0,44.0
4339,-5.5,48.0
4340,-8.0,45.0
4341,3.0,48.0
4342,14.5,51.0
4343,10.5,45.0
4344,7.0,50.0
4345,-3.5,53.0
4346,3.5,45.0
4347,-3.0,50.0
4348,8.5,46.0
4349,4.0,45.0
4350,5.5,48.0
4351,-4.0,46.0
4352,-9.0,50.0
4353,-5.5,51.0
4354,-25.0,67.0
4355,4.0,48.0
4356,8.0,64.0
4357,-7.5,49.0
4358,-12.5,84.0
4359,-1.0,48.0
4360,-5.5,46.0
4361,-0.5,46.0
4362,-15.0,49.0
4363,-2.5,47.0
4364,-9.0,45.0
4365,14.5,47.0
4366,-5.0,46.0
4367,10.0,47.0
4368,44.5,123.0
4369,14.5,49.0
4370,-3.0,47.0
4371,93.0,294.0
4372,-5.0,48.0
4373,8.0,48.0
4374,9.0,49.0
4375,-5.5,47.0
4376,-4.5,47.0
4377,-10.5,52.0
4378,-7.5,49.0
4379,-1.5,51.0
4380,-14.5,45.0
4381,-7.0,48.0
4382,-11.5,48.0
4383,35.5,428.0
4384,5.0,52.0
4385,5.0,52.0
4386,52.5,357.0
4387,-11.5,53.0
4388,13.0,46.0
4389,-65.0,335.0
4390,1.0,44.0
4391,-3.0,48.0
4392,12.5,309.0
4393,107.5,331.0
4394,-51.0,163.0
4395,-3.5,44.0
4396,-6.0,46.0
4397,-106.5,293.0
4398,-2.0,47.0
4399,92.5,216.0
4400,-6.5,48.0
4401,7.0,47.0
4402,-1.0,47.0
4403,0.5,46.0
4404,1.5,50.0
4405,-5.5,85.0
4406,-5.0,46.0
4407,0.0,53.0
4408,4.5,50.0
4409,-5.5,47.0
4410,-15.0,73.0
4411,1.0,46.0
4412,13.5,47.0
4413,-45.5,144.0
4414,41.0,199.0
4415,-43.5,122.0
4416,118.5,412.0
4417,2.0,45.0
4418,-5.0,65.0
4419,8.5,142.0
4420,-20.5,48.0
4421,-8.0,51.0
4422,-6.0,50.0
4423,-4.0,49.0
4424,7.5,84.0
4425,0.0,46.0
4426,6.0,48.0
4427,-3.5,46.0
4428,11.5,47.0
4429,-7.5,46.0
4430,1.5,47.0
4431,-2.0,46.0
4432,117.5,355.0
4433,0.0,49.0
4434,-28.5,221.0
4435,1.0,48.0
4436,7.5,84.0
4437,-6.0,48.0
4438,-16.0,102.0
4439,-13.0,672.0
4440,3.5,48.0
4441,12.0,46.0
4442,-9.5,50.0
4443,29.5,220.0
4444,5.0,84.0
4445,22.5,280.0
4446,-4.0,50.0
4447,0.0,50.0
4448,-15.0,48.0
4449,-104.5,257.0
4450,63.5,409.0
4451,0.5,48.0
4452,8.5,48.0
4453,1.0,48.0
4454,-21.0,51.0
4455,13.5,48.0
4456,-36.0,88.0
4457,5.5,275.0
4458,1.0,51.0
4459,-40.5,89.0
4460,6.0,44.0
4461,73.0,293.0
4462,59.0,320.0
4463,-5.5,55.0
4464,7.0,47.0
4465,-39.5,203.0
4466,-26.5,412.0
4467,1.0,46.0
4468,-6.5,45.0
4469,-6.5,48.0
4470,-2.0,49.0
4471,4.5,52.0
4472,-105.5,258.0
4473,5.0,46.0
4474,37.5,177.0
4475,-1.0,48.0
4476,-9.5,52.0
4477,4.5,49.0
4478,-11.0,42.0
4479,-0.5,45.0
4480,50.0,428.0
4481,-5.5,50.0
4482,2.0,44.0
4483,-4.0,49.0
4484,103.5,636.0
4485,122.5,560.0
4486,3.0,47.0
4487,22.0,462.0
4488,-9.0,48.0
4489,-2.5,49.0
4490,-21.5,49.0
4491,-131.5,467.0
4492,-2.5,47.0
4493,-121.5,544.0
4494,4.5,49.0
4495,3.5,49.0
4496,9.0,43.0
4497,-6.5,54.0
4498,0.5,44.0
4499,4.5,54.0
4500,1.0,49.0
4501,-0.5,48.0
4502,5.5,86.0
4503,56.5,103.0
4504,-6.0,50.0
4505,-7.0,50.0
4506,-11.5,46.0
4507,-9.0,48.0
4508,1.5,48.0
4509,-4.0,48.0
4510,4.0,47.0
4511,39.0,426.0
4512,7.5,51.0
4513,-6.0,51.0
4514,6.5,47.0
4515,2.0,49.0
4516,2.0,46.0
4517,5.0,43.0
4518,-8.0,46.0
4519,5.0,48.0
4520,-43.5,235.0
4521,7.5,162.0
4522,0.0,52.0
4523,42.5,296.0
4524,4.0,46.0
4525,2.5,46.0
4526,2.5,46.0
4527,-4.0,50.0
4528,95.5,162.0
4529,6.0,51.0
4530,6.0,46.0
4531,6.5,45.0
4532,-16.0,183.0
4533,-9.0,355.0
4534,139.0,426.0
4535,24.0,214.0
4536,6.0,47.0
4537,-1.5,50.0
4538,-6.5,49.0
4539,6.0,48.0
4540,-11.5,52.0
4541,3.0,46.0
4542,1.0,45.0
4543,-9.0,51.0
4544,12.0,70.0
4545,-6.5,48.0
4546,8.5,45.0
4547,25.0,66.0
4548,24.0,201.0
4549,-41.0,449.0
4550,-45.5,313.0
4551,3.5,45.0
4552,5.0,45.0
4553,-11.0,46.0
4554,-3.0,51.0
4555,-66.0,389.0
4556,4.0,237.0
4557,19.0,66.0
4558,0.0,45.0
4559,-5.0,49.0
4560,-163.0,503.0
4561,-2.0,49.0
4562,-23.5,334.0
4563,10.5,124.0
4564,-4.5,52.0
4565,4.5,47.0
4566,-8.0,47.0
4567,7.0,48.0
4568,7.5,45.0
4569,-81.5,446.0
4570,-32.0,86.0
4571,-97.5,390.0
4572,-8.5,70.0
4573,2.0,45.0
4574,4.5,49.0
4575,0.5,45.0
4576,11.0,44.0
4577,26.5,67.0
4578,5.5,51.0
4579,-53.0,84.0
4580,6.0,49.0
4581,-56.0,355.0
4582,134.5,164.0
4583,-157.0,276.0
4584,-2.5,48.0
4585,-21.5,102.0
4586,-19.5,256.0
4587,-11.5,47.0
4588,36.5,163.0
4589,-9.0,51.0
4590,-16.5,62.0
4591,90.5,218.0
4592,11.0,48.0
4593,-3.0,49.0
4594,3.5,43.0
4595,-5.5,47.0
4596,2.5,49.0
4597,1.5,43.0
4598,-106.0,366.0
4599,-4.0,54.0
4600,-3.5,47.0
4601,13.5,108.0
4602,6.0,50.0
4603,-81.5,127.0
4604,0.0,46.0
4605,-3.0,83.0
4606,56.5,200.0
4607,4.0,52.0
4608,-8.0,103.0
4609,22.5,68.0
4610,-56.0,103.0
4611,-42.5,244.0
4612,10.0,66.0
4613,2.0,48.0
4614,-16.0,123.0
4615,17.0,51.0
4616,92.0,352.0
4617,-45.5,564.0
4618,17.5,66.0
4619,-2.5,49.0
4620,6.5,48.0
4621,0.5,47.0
4622,21.0,185.0
4623,-195.0,334.0
4624,-5.0,50.0
4625,-51.5,102.0
4626,-7.0,121.0
4627,9.0,49.0
4628,-29.5,297.0
4629,5.5,45.0
4630,123.0,331.0
4631,-1.0,44.0
4632,-5.5,49.0
4633,4.0,49.0
4634,11.0,49.0
4635,-5.5,46.0
4636,-4.0,49.0
4637,-88.0,582.0
4638,4.0,46.0
4639,10.0,50.0
4640,15.0,49.0
4641,30.0,66.0
4642,-1.5,49.0
4643,13.0,87.0
4644,18.0,105.0
4645,-111.0,181.0
4646,-107.5,180.0
4647,-11.0,52.0
4648,11.0,49.0
4649,2.5,53.0
4650,2.0,46.0
4651,8.5,52.0
4652,19.0,49.0
4653,5.5,53.0
4654,14.0,71.0
4655,7.5,48.0
4656,2.5,48.0
4657,7.0,48.0
4658,118.5,618.0
4659,-105.0,140.0
4660,18.5,200.0
4661,5.5,49.0
4662,2.5,47.0
4663,11.0,48.0
4664,-44.5,372.0
4665,15.0,47.0
4666,-15.0,73.0
4667,16.5,103.0
4668,-1.0,51.0
4669,0.5,44.0
4670,-53.5,104.0
4671,11.0,46.0
4672,28.5,582.0
4673,7.0,48.0
4674,45.5,160.0
4675,13.0,53.0
4676,-2.5,47.0
4677,-27.0,122.0
4678,2.0,50.0
4679,10.5,46.0
4680,8.0,46.0
4681,-4.5,47.0
4682,224.0,430.0
4683,0.5,51.0
4684,-8.0,47.0
4685,14.5,51.0
4686,-9.5,313.0
4687,19.0,48.0
4688,3.0,48.0
4689,1.5,124.0
4690,83.5,124.0
4691,32.0,139.0
4692,7.5,46.0
4693,58.5,126.0
4694,-10.5,45.0
4695,120.5,198.0
4696,-2.5,48.0
4697,-8.5,49.0
4698,2.0,47.0
4699,13.5,66.0
4700,0.0,48.0
4701,0.0,48.0
4702,1.0,45.0
4703,7.5,52.0
4704,-6.5,47.0
4705,5.5,47.0
4706,0.5,48.0
4707,-7.0,47.0
4708,5.0,50.0
4709,-11.5,47.0
4710,-35.0,165.0
4711,0.5,46.0
4712,4.0,48.0
4713,2.0,48.0
4714,0.5,49.0
4715,-7.0,47.0
4716,1.0,144.0
4717,59.5,600.0
4718,-43.0,311.0
4719,2.0,86.0
4720,84.0,389.0
4721,-17.5,52.0
4722,11.0,47.0
4723,-10.5,47.0
4724,-4.5,49.0
4725,10.0,47.0
4726,1.0,47.0
4727,-2.0,49.0
4728,-5.5,47.0
4729,11.0,47.0
4730,-12.0,44.0
4731,-5.5,51.0
4732,-18.0,104.0
4733,63.5,407.0
4734,1.0,49.0
4735,1.0,47.0
4736,10.5,48.0
4737,22.0,179.0
4738,1.0,49.0
4739,1.5,48.0
4740,-6.0,50.0
4741,10.0,50.0
4742,-51.0,85.0
4743,28.0,121.0
4744,-72.5,139.0
4745,20.5,68.0
4746,-27.0,351.0
4747,-4.5,50.0
4748,-3.0,46.0
4749,16.0,200.0
4750,23.0,316.0
4751,14.0,49.0
4752,1.0,46.0
4753,11.5,47.0
4754,4.0,47.0
4755,-3.0,49.0
4756,-2.5,102.0
4757,165.5,371.0
4758,9.5,50.0
4759,4.5,46.0
4760,-8.0,83.0
4761,-46.0,129.0
4762,11.0,46.0
4763,2.5,51.0
4764,5.5,46.0
4765,-1.0,47.0
4766,-5.5,48.0
4767,-3.0,52.0
4768,-89.5,141.0
4769,0.0,51.0
4770,4.0,51.0
4771,10.5,48.0
4772,-42.0,162.0
4773,-15.5,66.0
4774,32.0,108.0
4775,0.0,47.0
4776,5.5,48.0
4777,13.0,54.0
4778,104.5,216.0
4779,31.5,112.0
4780,13.0,43.0
4781,12.0,50.0
4782,15.0,45.0
4783,10.0,50.0
4784,0.0,46.0
4785,0.5,48.0
4786,1.0,47.0
4787,-9.0,65.0
4788,13.5,48.0
4789,-7.0,47.0
4790,-139.5,391.0
4791,-3.5,48.0
4792,8.5,50.0
4793,18.5,181.0
4794,10.5,45.0
4795,-33.5,125.0
4796,-7.0,83.0
4797,1.0,50.0
4798,-7.0,50.0
4799,-3.5,52.0
4800,-8.5,47.0
4801,-16.5,48.0
4802,0.5,49.0
4803,43.5,125.0
4804,-4.5,50.0
4805,2.5,47.0
4806,7.5,47.0
4807,-6.5,50.0
4808,-1.5,299.0
4809,65.5,258.0
4810,-3.0,52.0
4811,-116.0,164.0
4812,34.0,331.0
4813,-96.5,312.0
4814,-36.5,199.0
4815,-2.5,48.0
4816,14.0,52.0
4817,-23.5,47.0
4818,0.0,51.0
4819,3.5,50.0
4820,-9.0,48.0
4821,6.5,51.0
4822,-12.5,64.0
4823,2.0,49.0
4824,-6.0,44.0
4825,-6.0,46.0
4826,-1.5,47.0
4827,-5.5,49.0
4828,117.0,355.0
4829,-5.5,48.0
4830,48.0,467.0
4831,77.5,487.0
4832,-3.5,85.0
4833,2.0,106.0
4834,11.5,50.0
4835,-27.5,316.0
4836,55.5,125.0
4837,-3.5,47.0
4838,2.0,48.0
4839,26.0,373.0
4840,36.5,83.0
4841,19.5,50.0
4842,-7.5,46.0
4843,9.5,51.0
4844,-2.0,47.0
4845,-13.0,47.0
4846,3.0,50.0
4847,-1.0,48.0
4848,-24.0,145.0
4849,82.5,485.0
4850,23.0,87.0
4851,35.0,161.0
4852,-10.5,49.0
4853,-0.5,48.0
4854,33.0,297.0
4855,-7.0,51.0
4856,-1.5,47.0
4857,39.0,87.0
4858,-2.5,46.0
4859,-2.5,48.0
4860,5.0,46.0
4861,-67.5,338.0
4862,-39.0,105.0
4863,3.5,47.0
4864,14.0,54.0
4865,1.0,47.0
4866,92.5,196.0
4867,2.0,48.0
4868,0.5,49.0
4869,-6.0,47.0
4870,-4.0,49.0
4871,-94.0,240.0
4872,36.0,82.0
4873,-1.5,50.0
4874,-7.5,45.0
4875,192.0,660.0
4876,24.5,67.0
4877,2.5,47.0
4878,-2.0,52.0
4879,1.0,49.0
4880,6.0,46.0
4881,2.0,47.0
4882,-13.0,105.0
4883,-9.5,42.0
4884,-10.0,45.0
4885,-8.0,46.0
4886,0.0,50.0
4887,-9.5,202.0
4888,-28.0,103.0
4889,-11.0,49.0
4890,-13.5,50.0
4891,41.0,68.0
4892,-5.5,51.0
4893,4.5,49.0
4894,-9.5,47.0
4895,6.0,48.0
4896,12.0,51.0
4897,-6.5,48.0
4898,15.5,63.0
4899,29.5,88.0
4900,95.5,236.0
4901,-9.5,48.0
4902,-37.0,83.0
4903,-5.0,47.0
4904,16.5,44.0
4905,4.5,49.0
4906,14.0,50.0
4907,1.5,164.0
4908,-32.0,201.0
4909,7.5,47.0
4910,1.0,45.0
4911,-14.5,47.0
4912,-41.5,87.0
4913,12.0,50.0
4914,5.0,49.0
4915,79.0,128.0
4916,31.5,83.0
4917,-13.5,49.0
4918,-23.0,65.0
4919,-12.0,44.0
4920,-3.0,47.0
4921,-21.5,69.0
4922,-27.5,70.0
4923,-9.5,47.0
4924,5.5,47.0
4925,-1.5,45.0
4926,13.5,49.0
4927,0.5,48.0
4928,-7.0,49.0
4929,-9.0,51.0
4930,-6.5,46.0
4931,-6.0,87.0
4932,-142.0,484.0
4933,-12.5,48.0
4934,4.5,48.0
4935,5.5,45.0
4936,-2.5,55.0
4937,6.0,54.0
4938,2.0,47.0
4939,-6.5,48.0
4940,-4.0,46.0
4941,10.5,52.0
4942,-2.0,47.0
4943,-28.0,63.0
4944,6.0,46.0
4945,152.5,219.0
4946,1.5,48.0
4947,9.5,45.0
4948,121.0,541.0
4949,53.0,105.0
4950,77.0,107.0
4951,3.0,46.0
4952,-0.5,48.0
4953,-4.5,49.0
4954,0.0,50.0
4955,-18.0,70.0
4956,63.0,143.0
4957,-48.0,328.0
4958,-4.0,44.0
4959,8.5,47.0
4960,8.5,45.0
4961,-9.0,46.0
4962,-16.5,48.0
4963,-0.5,179.0
4964,7.5,53.0
4965,-0.5,48.0
4966,3.0,51.0
4967,-4.0,48.0
4968,-35.5,627.0
4969,-6.0,47.0
4970,-5.5,48.0
4971,-74.5,143.0
4972,59.0,144.0
4973,-6.0,52.0
4974,-6.0,65.0
4975,4.0,51.0
4976,-3.5,45.0
4977,-5.5,55.0
4978,-4.0,45.0
4979,1.5,47.0
4980,13.5,49.0
4981,-27.0,67.0
4982,-79.5,277.0
4983,5.5,54.0
4984,-6.0,49.0
4985,9.0,49.0
4986,5.5,49.0
4987,4.0,48.0
4988,-60.0,445.0
4989,-35.5,416.0
4990,6.0,49.0
4991,-10.0,390.0
4992,-107.0,197.0
4993,-195.0,241.0
4994,-3.5,49.0
4995,46.5,85.0
4996,12.5,46.0
4997,1.0,44.0
4998,-3.5,50.0
4999,8.0,49.0
5000,-39.0,196.0
5001,52.5,316.0
5002,-12.0,50.0
5003,-14.0,144.0
5004,-3.0,47.0
5005,-29.5,164.0
5006,21.0,71.0
5007,5.5,46.0
5008,0.5,47.0
5009,5.5,48.0
5010,148.0,277.0
5011,-0.5,47.0
5012,3.0,46.0
5013,33.0,180.0
5014,-17.5,45.0
5015,-8.0,45.0
5016,-1.5,44.0
5017,-14.0,51.0
5018,0.5,48.0
5019,13.0,49.0
5020,-36.0,105.0
5021,3.0,47.0
5022,2.5,54.0
5023,12.0,68.0
5024,10.5,48.0
5025,5.5,50.0
5026,-11.0,85.0
5027,-45.0,146.0
5028,14.0,45.0
5029,-29.0,67.0
5030,-15.5,46.0
5031,-93.5,444.0
5032,3.0,85.0
5033,-14.5,142.0
5034,-4.0,45.0
5035,-5.0,51.0
5036,0.5,49.0
5037,-4.5,42.0
5038,0.5,47.0
5039,0.0,49.0
5040,39.5,270.0
5041,13.0,48.0
5042,-20.0,66.0
5043,9.0,48.0
5044,-15.5,67.0
5045,-5.5,46.0
5046,-5.5,51.0
5047,5.0,45.0
5048,4.5,50.0
5049,7.0,49.0
5050,8.0,51.0
5051,-50.5,85.0
5052,10.5,51.0
5053,-12.0,50.0
5054,10.0,46.0
5055,16.0,50.0
5056,15.5,50.0
5057,-2.5,45.0
5058,-1.0,50.0
5059,-0.5,47.0
5060,21.0,241.0
5061,36.5,123.0
5062,-86.5,198.0
5063,-9.5,46.0
5064,1.0,51.0
5065,55.5,107.0
5066,8.0,52.0
5067,-7.5,46.0
5068,10.0,45.0
5069,-12.0,278.0
5070,5.0,46.0
5071,1.0,51.0
5072,37.0,126.0
5073,42.0,317.0
5074,-0.5,46.0
5075,24.0,427.0
5076,26.0,68.0
5077,0.5,85.0
5078,11.5,103.0
5079,-10.0,48.0
5080,106.0,392.0
5081,-3.5,49.0
5082,-100.5,145.0
5083,-6.0,49.0
5084,-66.0,127.0
5085,0.5,47.0
5086,129.0,469.0
5087,8.5,51.0
5088,-12.0,44.0
5089,-11.0,49.0
5090,-2.5,48.0
5091,-5.5,47.0
5092,-0.5,48.0
5093,-5.5,51.0
5094,12.0,48.0
5095,-4.5,48.0
5096,1.0,46.0
5097,94.0,296.0
5098,3.5,52.0
5099,-2.5,66.0
5100,16.5,71.0
5101,-20.0,404.0
5102,79.0,733.0
5103,-15.0,49.0
5104,9.5,46.0
5105,-12.5,66.0
5106,1.5,50.0
5107,9.5,46.0
5108,6.5,50.0
5109,1.0,48.0
5110,-84.5,483.0
5111,13.5,103.0
5112,-12.5,49.0
5113,-24.0,199.0
5114,89.0,168.0
5115,109.0,599.0
5116,-11.5,49.0
5117,4.0,47.0
5118,9.0,54.0
5119,-4.0,49.0
5120,-2.5,49.0
5121,1.0,53.0
5122,-13.0,50.0
5123,-7.0,51.0
5124,96.0,521.0
5125,-0.5,48.0
5126,-4.5,47.0
5127,-10.0,104.0
5128,23.0,67.0
5129,-6.5,47.0
5130,-4.5,43.0
5131,-11.0,48.0
5132,47.5,122.0
5133,16.0,64.0
5134,-34.5,103.0
5135,2.5,48.0
5136,6.0,47.0
5137,36.0,68.0
5138,-16.0,70.0
5139,7.0,46.0
5140,-66.0,146.0
5141,71.5,146.0
5142,-12.0,48.0
5143,1.0,48.0
5144,-14.0,51.0
5145,-12.5,47.0
5146,-9.5,46.0
5147,7.5,49.0
5148,5.5,47.0
5149,9.0,49.0
5150,-2.0,47.0
5151,-4.5,47.0
5152,-53.5,388.0
5153,3.0,49.0
5154,0.5,51.0
5155,5.0,47.0
5156,-2.0,50.0
5157,3.5,45.0
5158,4.5,52.0
5159,0.5,50.0
5160,8.5,49.0
5161,48.5,125.0
5162,-8.5,50.0
5163,0.0,45.0
5164,15.5,64.0
5165,0.0,48.0
5166,3.5,52.0
5167,-3.0,48.0
5168,-0.5,44.0
5169,-7.0,49.0
5170,11.5,48.0
5171,2.5,50.0
5172,-9.5,48.0
5173,-5.5,45.0
5174,-1.0,45.0
5175,-4.5,51.0
5176,37.5,577.0
5177,-12.0,243.0
5178,4.0,44.0
5179,4.0,48.0
5180,0.0,47.0
5181,3.5,48.0
5182,-2.5,47.0
5183,30.5,146.0
5184,4.0,45.0
5185,-4.0,47.0
5186,-93.0,409.0
5187,3.0,47.0
5188,-25.5,143.0
5189,10.5,49.0
5190,17.5,56.0
5191,17.0,51.0
5192,9.5,48.0
5193,-10.0,49.0
5194,-3.5,45.0
5195,8.0,332.0
5196,-19.0,49.0
5197,1.0,50.0
5198,56.0,103.0
5199,-53.0,139.0
5200,27.5,107.0
5201,-23.0,67.0
5202,19.5,65.0
5203,7.5,220.0
5204,-1.5,51.0
5205,54.0,126.0
5206,73.5,388.0
5207,9.5,45.0
5208,-21.5,68.0
5209,69.0,145.0
5210,-6.5,45.0
5211,115.5,201.0
5212,6.5,48.0
5213,14.5,87.0
5214,-61.0,123.0
5215,-25.0,256.0
5216,101.5,257.0
5217,5.0,47.0
5218,60.5,352.0
5219,5.0,46.0
5220,-83.5,199.0
5221,10.5,48.0
5222,-5.5,49.0
5223,4.5,45.0
5224,4.5,46.0
5225,-11.0,48.0
5226,-7.5,51.0
5227,-13.5,315.0
5228,1.0,50.0
5229,-2.5,47.0
5230,-2.0,47.0
5231,68.0,145.0
5232,0.5,275.0
5233,-57.0,185.0
5234,-13.0,50.0
5235,9.0,47.0
5236,3.0,47.0
5237,-1.0,48.0
5238,-4.5,46.0
5239,2.5,46.0
5240,-24.5,143.0
5241,18.0,220.0
5242,17.5,68.0
5243,2.5,48.0
5244,-4.5,50.0
5245,-7.0,47.0
5246,4.5,46.0
5247,4.5,46.0
5248,6.0,51.0
5249,5.0,49.0
5250,3.5,49.0
5251,-1.5,44.0
5252,17.5,51.0
5253,-5.5,46.0
5254,1.0,48.0
5255,22.5,124.0
5256,-144.5,296.0
5257,-4.5,258.0
5258,5.5,56.0
5259,3.5,48.0
5260,4.5,44.0
5261,9.0,46.0
5262,15.5,89.0
5263,7.0,81.0
5264,3.5,49.0
5265,0.5,45.0
5266,-82.5,429.0
5267,-13.0,64.0
5268,-3.0,51.0
5269,8.5,48.0
5270,-5.5,51.0
5271,-1.5,46.0
5272,-22.5,144.0
5273,-18.0,111.0
5274,-3.0,50.0
5275,8.0,142.0
5276,-36.0,64.0
5277,-49.5,220.0
5278,-4.5,45.0
5279,0.5,45.0
5280,11.5,47.0
5281,24.0,219.0
5282,-3.5,44.0
5283,-11.5,49.0
5284,29.5,429.0
5285,-4.0,428.0
5286,-5.5,47.0
5287,-9.5,49.0
5288,-15.5,67.0
5289,-0.5,45.0
5290,-8.5,47.0
5291,-2.5,48.0
5292,-3.5,49.0
5293,-13.0,66.0
5294,4.5,47.0
5295,-11.0,49.0
5296,5.5,50.0
5297,2.0,54.0
5298,1.5,50.0
5299,0.5,47.0
5300,-107.0,394.0
5301,-1.5,44.0
5302,87.5,205.0
5303,6.5,102.0
5304,-107.5,165.0
5305,-1.0,46.0
5306,-32.5,87.0
5307,1.0,310.0
5308,-11.0,49.0
5309,-0.5,50.0
5310,-2.0,235.0
5311,2.0,49.0
5312,8.5,44.0
5313,-12.0,46.0
5314,-0.5,45.0
5315,-39.0,218.0
5316,1.5,49.0
5317,-6.0,50.0
5318,18.5,124.0
5319,-5.0,47.0
5320,-99.0,466.0
5321,51.5,255.0
5322,-8.5,47.0
5323,4.5,372.0
5324,22.0,240.0
5325,0.5,73.0
5326,-13.0,49.0
5327,-14.0,201.0
5328,-4.5,46.0
5329,-6.0,48.0
5330,1.0,47.0
5331,8.0,46.0
5332,-7.0,47.0
5333,12.5,45.0
5334,12.0,53.0
5335,3.5,46.0
5336,29.5,73.0
5337,-6.5,51.0
5338,3.0,45.0
5339,-6.5,47.0
5340,-6.5,47.0
5341,-19.0,66.0
5342,12.0,47.0
5343,-10.5,46.0
5344,4.5,107.0
5345,45.5,85.0
5346,-0.5,51.0
5347,-1.0,49.0
5348,-6.0,46.0
5349,37.5,142.0
5350,27.5,177.0
5351,-71.0,197.0
5352,11.0,48.0
5353,-2.5,43.0
5354,-99.0,143.0
5355,-45.0,82.0
5356,4.0,44.0
5357,-2.5,178.0
5358,-11.5,255.0
5359,-6.0,465.0
5360,4.0,49.0
5361,-2.0,46.0
5362,7.5,47.0
5363,0.0,47.0
5364,16.5,48.0
5365,3.5,45.0
5366,47.5,110.0
5367,4.0,48.0
5368,5.5,47.0
5369,15.0,52.0
5370,35.0,108.0
5371,6.5,52.0
5372,-9.0,46.0
5373,10.0,49.0
5374,-11.0,47.0
5375,3.0,50.0
5376,63.5,141.0
5377,-9.0,44.0
5378,4.5,49.0
5379,-66.5,197.0
5380,-2.5,50.0
5381,67.5,560.0
5382,86.0,215.0
5383,-2.0,44.0
5384,-32.5,164.0
5385,24.5,179.0
5386,-3.5,47.0
5387,2.0,49.0
5388,-8.0,46.0
5389,2.0,45.0
5390,0.5,53.0
5391,6.5,45.0
5392,1.5,48.0
5393,30.0,67.0
5394,-15.0,45.0
5395,-8.5,143.0
5396,-16.5,45.0
5397,13.0,49.0
5398,1.5,49.0
5399,62.5,145.0
5400,-9.5,44.0
5401,11.0,49.0
5402,-22.0,185.0
5403,3.5,46.0
5404,-45.5,106.0
5405,5.0,85.0
5406,-1.5,51.0
5407,-3.5,51.0
5408,7.5,46.0
5409,14.5,225.0
5410,15.5,65.0
5411,-12.0,85.0
5412,4.5,50.0
5413,0.0,47.0
5414,-8.5,46.0
5415,73.5,255.0
5416,19.5,523.0
5417,-21.0,68.0
5418,-5.0,47.0
5419,-12.0,465.0
5420,-97.5,197.0
5421,-25.5,126.0
5422,-3.5,48.0
5423,-6.5,48.0
5424,8.0,46.0
5425,-23.5,101.0
5426,3.0,45.0
